1700.015	1700.497	1700.979	1701.461	1701.944	1702.426	1702.908	1703.39	1703.872	1704.354	1704.836	1705.318	1705.801	1706.283	1706.765	1707.247	1707.729	1708.211	1708.693	1709.176	1709.658	1710.14	1710.622	1711.104	1711.586	1712.068	1712.551	1713.033	1713.515	1713.997	1714.479	1714.961	1715.443	1715.926	1716.408	1716.89	1717.372	1717.854	1718.336	1718.818	1719.301	1719.783	1720.265	1720.747	1721.229	1721.711	1722.193	1722.675	1723.158	1723.64	1724.122	1724.604	1725.086	1725.568	1726.05	1726.533	1727.015	1727.497	1727.979	1728.461	1728.943	1729.425	1729.907	1730.39	1730.872	1731.354	1731.836	1732.318	1732.8	1733.282	1733.765	1734.247	1734.729	1735.211	1735.693	1736.175	1736.657	1737.14	1737.622	1738.104	1738.586	1739.068	1739.55	1740.032	1740.515	1740.997	1741.479	1741.961	1742.443	1742.925	1743.407	1743.89	1744.372	1744.854	1745.336	1745.818	1746.3	1746.782	1747.264	1747.747	1748.229	1748.711	1749.193	1749.675	1750.157	1750.639	1751.122	1751.604	1752.086	1752.568	1753.05	1753.532	1754.014	1754.496	1754.979	1755.461	1755.943	1756.425	1756.907	1757.389	1757.871	1758.354	1758.836	1759.318	1759.8	1760.282	1760.764	1761.246	1761.729	1762.211	1762.693	1763.175	1763.657	1764.139	1764.621	1765.104	1765.586	1766.068	1766.55	1767.032	1767.514	1767.996	1768.479	1768.961	1769.443	1769.925	1770.407	1770.889	1771.371	1771.853	1772.336	1772.818	1773.3	1773.782	1774.264	1774.746	1775.228	1775.711	1776.193	1776.675	1777.157	1777.639	1778.121	1778.603	1779.085	1779.568	1780.05	1780.532	1781.014	1781.496	1781.978	1782.46	1782.943	1783.425	1783.907	1784.389	1784.871	1785.353	1785.835	1786.318	1786.8	1787.282	1787.764	1788.246	1788.728	1789.21	1789.693	1790.175	1790.657	1791.139	1791.621	1792.103	1792.585	1793.068	1793.55	1794.032	1794.514	1794.996	1795.478	1795.96	1796.442	1796.925	1797.407	1797.889	1798.371	1798.853	1799.335	1799.817	rad	point
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	0krad 300krad 800krad 1300krad 3000krad	continuous
																																																																																																																																																																																																																class	meta
93.08153	93.05464	93.05435	93.0671	93.07616	93.071	93.04797	93.00773	92.95316	92.88817	92.81716	92.7441	92.6718	92.60107	92.53135	92.46106	92.38802	92.30914	92.22053	92.11823	91.99931	91.86308	91.71123	91.54652	91.37079	91.18311	90.97903	90.75159	90.4939	90.20221	89.87803	89.5267	89.15323	88.7564	88.32637	87.84971	87.32277	86.76439	86.21276	85.70465	85.25645	84.86098	84.49641	84.13667	83.75874	83.34776	82.9006	82.42709	81.94794	81.48739	81.06426	80.68565	80.34753	80.04043	79.75643	79.49311	79.25363	79.04387	78.86856	78.72839	78.61945	78.53497	78.46899	78.419	78.38702	78.37884	78.4033	78.47282	78.60407	78.81481	79.11166	79.47468	79.85944	80.22278	80.5451	80.82993	81.09302	81.35445	81.6362	81.95995	82.34276	82.78893	83.28396	83.79818	84.30093	84.77456	85.21868	85.64518	86.0698	86.5045	86.95274	87.40865	87.86058	88.29678	88.71006	89.09952	89.46946	89.82675	90.17793	90.52688	90.87375	91.21593	91.5501	91.87421	92.18807	92.49212	92.78532	93.06392	93.32226	93.55486	93.75845	93.93263	94.07973	94.20435	94.31289	94.4128	94.51102	94.61146	94.71342	94.81176	94.90014	94.97397	95.03251	95.07832	95.11611	95.15118	95.18813	95.22976	95.27663	95.32722	95.37934	95.43077	95.4797	95.52435	95.56276	95.59276	95.61269	95.62217	95.6229	95.61885	95.61488	95.61464	95.61858	95.62389	95.62618	95.62202	95.61116	95.59755	95.58901	95.59418	95.61765	95.65672	95.70316	95.74856	95.78838	95.8223	95.85222	95.88005	95.90616	95.92908	95.94619	95.95541	95.95633	95.95084	95.94283	95.93689	95.93671	95.94357	95.95605	95.97111	95.98573	95.99831	96.00881	96.01823	96.02777	96.03824	96.04996	96.06281	96.07668	96.09128	96.10604	96.11955	96.12961	96.13334	96.12811	96.11255	96.08736	96.05595	96.02425	95.9994	95.98751	95.99084	96.00668	96.02912	96.05225	96.07268	96.08976	96.10429	96.1173	96.12908	96.13908	96.14638	96.15029	96.15067	96.14824	96.1441	96.13957	96.13599	300krad	23.0
94.52859	94.49396	94.48244	94.48569	94.49005	94.48529	94.46678	94.43383	94.38828	94.33331	94.27325	94.21226	94.15348	94.09785	94.04446	93.99126	93.93568	93.87465	93.80461	93.72208	93.6246	93.51162	93.3846	93.24599	93.09753	92.93874	92.7662	92.57443	92.35789	92.1136	91.84263	91.5491	91.23664	90.90372	90.54189	90.14021	89.69646	89.22752	88.766	88.34248	87.96979	87.64082	87.33631	87.03359	86.7128	86.36105	85.97549	85.5643	85.14502	84.73825	84.36009	84.01664	83.70463	83.41614	83.14468	82.88838	82.65017	82.4351	82.2473	82.08753	81.95306	81.83939	81.74303	81.66359	81.60385	81.56885	81.56514	81.60148	81.69003	81.84466	82.07188	82.35796	82.6685	82.96783	83.23782	83.47902	83.70292	83.92571	84.16606	84.44321	84.77286	85.15968	85.59158	86.04242	86.48459	86.90173	87.29296	87.66859	88.04268	88.42602	88.82185	89.22488	89.62454	90.01014	90.37511	90.71863	91.0446	91.35931	91.66869	91.9762	92.28204	92.58393	92.87907	93.16588	93.44449	93.71548	93.97791	94.22815	94.46069	94.67026	94.85364	95.01028	95.14215	95.2532	95.34903	95.43636	95.52162	95.60899	95.69853	95.78618	95.86629	95.93428	95.9886	96.03064	96.0639	96.09281	96.12186	96.15441	96.19228	96.23515	96.28139	96.32845	96.37379	96.41485	96.44926	96.47481	96.49004	96.49483	96.49112	96.48286	96.47485	96.47073	96.471	96.47293	96.47217	96.46498	96.45048	96.43182	96.41619	96.41248	96.42677	96.45834	96.50055	96.54523	96.58698	96.62392	96.65664	96.68605	96.7123	96.73412	96.74957	96.75711	96.75655	96.74961	96.73969	96.73101	96.7272	96.72998	96.73872	96.75111	96.76438	96.77678	96.7877	96.79755	96.80712	96.81714	96.82796	96.83965	96.85215	96.86497	96.87744	96.88811	96.89504	96.89587	96.88858	96.87229	96.84788	96.81843	96.78915	96.76628	96.75519	96.75798	96.77248	96.79344	96.81546	96.83516	96.85159	96.86531	96.87725	96.88801	96.89749	96.90529	96.9109	96.91401	96.91474	96.91338	96.91051	96.90692	300krad	24.0
92.74878	92.73188	92.73009	92.73765	92.74507	92.74504	92.73399	92.71115	92.67777	92.63676	92.59251	92.5498	92.51237	92.48103	92.45398	92.42779	92.39888	92.36397	92.32018	92.2654	92.1986	92.1201	92.03138	91.93408	91.82896	91.71487	91.58878	91.44641	91.28395	91.09981	90.89552	90.6746	90.43974	90.1892	89.91582	89.61066	89.27184	88.91214	88.55622	88.22665	87.93201	87.66539	87.41051	87.14857	86.86298	86.54276	86.18523	85.79703	85.39298	84.99108	84.60605	84.24456	83.90546	83.58335	83.27366	82.97502	82.68945	82.42023	82.1697	81.93792	81.72347	81.52541	81.34533	81.18756	81.0577	80.96024	80.89777	80.87186	80.88573	80.94582	81.05878	81.22298	81.42276	81.6354	81.84402	82.04292	82.2359	82.43291	82.64851	82.89961	83.20129	83.55915	83.96337	84.39038	84.81449	85.22014	85.60624	85.98248	86.36197	86.75439	87.1617	87.57739	87.99001	88.38841	88.76611	89.12238	89.46103	89.78785	90.10797	90.42401	90.73573	91.04106	91.33798	91.62582	91.90526	92.17683	92.4391	92.6879	92.91762	93.12333	93.30232	93.45447	93.58176	93.68794	93.77818	93.85883	93.93636	94.01541	94.0971	94.17838	94.2542	94.31999	94.37382	94.41639	94.45058	94.48029	94.50946	94.54117	94.57704	94.61689	94.6596	94.70328	94.74614	94.78609	94.82091	94.84822	94.86611	94.87373	94.87222	94.86494	94.85661	94.85123	94.8502	94.85161	94.85165	94.8466	94.83515	94.81973	94.80667	94.80414	94.81788	94.84745	94.88679	94.92838	94.9672	95.00166	95.03249	95.06075	95.08663	95.10881	95.12519	95.1339	95.13455	95.12872	95.11989	95.11236	95.10987	95.1141	95.12411	95.13716	95.15015	95.16119	95.16978	95.17673	95.18336	95.19089	95.20007	95.21098	95.22341	95.23671	95.2499	95.26151	95.26952	95.27159	95.26563	95.25055	95.22707	95.19808	95.16877	95.14545	95.13377	95.13608	95.15035	95.1713	95.19341	95.21322	95.22978	95.24372	95.25604	95.2673	95.27729	95.28537	95.29083	95.29329	95.2928	95.28983	95.28516	95.27978	300krad	25.0
94.08732	94.28759	94.50949	94.70679	94.85456	94.95276	95.01434	95.05596	95.09327	95.13879	95.19946	95.27462	95.35667	95.43517	95.50166	95.5513	95.5806	95.58466	95.55579	95.4851	95.3655	95.19459	94.9749	94.71118	94.40601	94.05623	93.65218	93.18089	92.63182	92.00282	91.30204	90.543	89.7337	88.86542	87.90963	86.8316	85.62035	84.31522	82.99905	81.7551	80.62457	79.59703	78.62717	77.65784	76.63783	75.5342	74.34013	73.07726	71.7897	70.5288	69.3344	68.2234	67.19118	66.22357	65.30984	64.44944	63.65081	62.92474	62.27718	61.70552	61.2005	60.75261	60.35881	60.02504	59.76338	59.58686	59.50633	59.53165	59.67506	59.95126	60.36676	60.90168	61.50524	62.11957	62.70837	63.26506	63.80518	64.35779	64.96066	65.65513	66.47521	67.43095	68.49554	69.6117	70.71857	71.77998	72.79401	73.78353	74.77847	75.79961	76.84883	77.90905	78.95302	79.95621	80.90605	81.8042	82.66241	83.49566	84.31569	85.12709	85.92737	86.71052	87.4717	88.20977	88.92606	89.61995	90.28477	90.90752	91.47325	91.97109	92.39763	92.75652	93.05664	93.3102	93.53154	93.73578	93.93606	94.13963	94.34493	94.54263	94.72064	94.87011	94.98879	95.08098	95.15556	95.22335	95.29433	95.37527	95.46767	95.56811	95.6702	95.76742	95.8549	95.92938	95.98856	96.03076	96.05553	96.06457	96.06248	96.05638	96.05343	96.05736	96.06613	96.07298	96.06987	96.05219	96.02206	95.98978	95.97206	95.98563	96.03795	96.12167	96.21898	96.31212	96.39137	96.45586	96.5099	96.55801	96.60189	96.63924	96.66531	96.67581	96.66979	96.65112	96.62794	96.61014	96.60556	96.61707	96.64148	96.67178	96.70107	96.72551	96.74515	96.76276	96.78166	96.80407	96.82992	96.85732	96.88383	96.9073	96.9263	96.93932	96.9441	96.93759	96.9167	96.87989	96.82888	96.76976	96.713	96.67119	96.65497	96.66817	96.70545	96.75521	96.80563	96.84958	96.88546	96.91515	96.94104	96.96429	96.98396	96.99792	97.00404	97.00163	96.99213	96.97889	96.96627	96.95866	800krad	21.0
97.63378	97.81514	98.02875	98.22741	98.38202	98.48822	98.55623	98.60162	98.64065	98.68794	98.75392	98.84151	98.94517	99.05381	99.15617	99.24418	99.31242	99.35597	99.36864	99.3437	99.2758	99.16309	99.00716	98.8111	98.57607	98.29874	97.9708	97.58204	97.12476	96.59874	96.01232	95.37818	94.70441	93.98589	93.20233	92.32946	91.36201	90.33297	89.30612	88.34223	87.46752	86.6683	85.90515	85.13116	84.30561	83.40349	82.4215	81.37966	80.31591	79.27307	78.28349	77.35976	76.49649	75.68064	74.90233	74.1605	73.46169	72.81458	72.22427	71.68957	71.20482	70.76515	70.37129	70.03039	69.75255	69.54617	69.41553	69.36296	69.39392	69.52082	69.75797	70.105	70.53371	70.99854	71.46108	71.90422	72.33119	72.75999	73.2189	73.7419	74.35942	75.08425	75.89948	76.76156	77.62116	78.44683	79.23458	80.00167	80.7726	81.56555	82.38348	83.21316	84.03191	84.81836	85.56063	86.2589	86.92229	87.56335	88.19237	88.81396	89.42684	90.02692	90.61124	91.18049	91.73774	92.28419	92.81473	93.31723	93.7764	94.17999	94.52244	94.80528	95.03524	95.22245	95.3792	95.51894	95.65404	95.79266	95.93576	96.07721	96.20717	96.31714	96.40316	96.46651	96.51286	96.5507	96.58945	96.63743	96.69913	96.77402	96.85674	96.93951	97.01479	97.07692	97.12231	97.14933	97.15857	97.15294	97.13795	97.12054	97.10697	97.09965	97.09586	97.08897	97.07169	97.04031	96.99719	96.95222	96.92127	96.92061	96.95847	97.0295	97.11783	97.20667	97.28563	97.35224	97.40887	97.45874	97.50297	97.53964	97.56482	97.57474	97.56847	97.54916	97.52389	97.50197	97.49167	97.4973	97.5175	97.54646	97.57716	97.60433	97.62591	97.64301	97.65833	97.67482	97.69434	97.7169	97.74102	97.76414	97.78323	97.79498	97.79591	97.78274	97.75289	97.70586	97.6443	97.5749	97.50836	97.45764	97.43414	97.44294	97.47969	97.53278	97.58894	97.63884	97.6788	97.70953	97.73347	97.75285	97.7683	97.77898	97.7832	97.77959	97.76826	97.75126	97.7325	97.71713	800krad	22.0
98.64474	98.84192	99.06663	99.27219	99.43224	99.54492	99.62186	99.67898	99.73247	99.7971	99.88377	99.99635	100.1299	100.2732	100.4133	100.5404	100.6474	100.729	100.7799	100.7951	100.7713	100.708	100.6067	100.4694	100.2957	100.0815	99.81903	99.50027	99.12048	98.68182	98.19347	97.66724	97.11011	96.51782	95.87483	95.16457	94.3878	93.57553	92.77992	92.04598	91.38871	90.79191	90.22127	89.63909	89.01456	88.33033	87.58659	86.80138	86.00582	85.23346	84.50865	83.83966	83.22079	82.64047	82.08964	81.56606	81.07331	80.61689	80.20019	79.82272	79.48154	79.17458	78.90345	78.67335	78.49022	78.35765	78.27592	78.24474	78.26815	78.35877	78.53376	78.79948	79.13692	79.508	79.87739	80.22668	80.55506	80.87452	81.2057	81.57423	82.00401	82.50677	83.07298	83.67293	84.27123	84.8442	85.38763	85.91312	86.43852	86.97792	87.53481	88.1007	88.65941	89.19469	89.69659	90.16389	90.60255	91.022	91.43119	91.83565	92.23672	92.63319	93.0239	93.40981	93.79345	94.17587	94.55313	94.91528	95.24905	95.54287	95.79018	95.99026	96.14694	96.26741	96.3613	96.44003	96.51504	96.59496	96.6825	96.77369	96.8603	96.93401	96.98972	97.0268	97.04887	97.06284	97.07749	97.10168	97.14122	97.19687	97.2638	97.3336	97.39745	97.44839	97.48215	97.49699	97.49391	97.47636	97.45028	97.42268	97.39962	97.38329	97.37102	97.3565	97.33314	97.29771	97.25262	97.20717	97.17604	97.17403	97.20849	97.27411	97.35612	97.43889	97.51272	97.57513	97.62817	97.6746	97.71534	97.7486	97.77071	97.77821	97.77016	97.74948	97.72285	97.69909	97.68629	97.68883	97.70567	97.73126	97.75858	97.78218	97.79984	97.81269	97.82384	97.83705	97.85482	97.87753	97.90327	97.92859	97.94927	97.96124	97.96072	97.94469	97.91127	97.86058	97.79571	97.72345	97.65427	97.60083	97.57446	97.58051	97.61514	97.667	97.72272	97.77247	97.81207	97.84192	97.86462	97.88276	97.89748	97.90826	97.91331	97.91083	97.90027	97.88314	97.86313	97.84572	800krad	23.0
95.18478	95.40698	95.65336	95.87736	96.05434	96.18431	96.27988	96.35725	96.43248	96.52007	96.63082	96.76873	96.92907	97.10046	97.26999	97.42741	97.56593	97.68076	97.76776	97.82331	97.84497	97.83221	97.7858	97.70637	97.59233	97.43909	97.23959	96.987	96.67812	96.31605	95.90981	95.47015	95.00266	94.50222	93.95303	93.33817	92.65605	91.93254	91.2128	90.53616	89.91496	89.33316	88.75773	88.15192	87.48473	86.73746	85.90797	85.01186	84.07853	83.1415	82.22701	81.34676	80.49932	79.67735	78.87537	78.0936	77.33659	76.60933	75.91383	75.24869	74.61245	74.00835	73.4468	72.94293	72.51023	72.15462	71.87244	71.65407	71.4918	71.38969	71.367	71.44616	71.62933	71.89024	72.19117	72.50401	72.81893	73.14351	73.49901	73.91533	74.42152	75.03176	75.7329	76.48621	77.24623	77.98322	78.69273	79.39023	80.09782	80.83131	81.59171	82.36478	83.12777	83.85992	84.55012	85.19883	85.8147	86.40906	86.99065	87.56298	88.12456	88.67218	89.20442	89.72342	90.23292	90.73409	91.22147	91.68291	92.10372	92.47254	92.78465	93.04168	93.24975	93.41789	93.55708	93.67966	93.79764	93.91976	94.04812	94.17764	94.29878	94.40237	94.48319	94.54126	94.58154	94.61265	94.64481	94.68748	94.74605	94.82	94.9032	94.98679	95.06247	95.12433	95.16905	95.19547	95.20436	95.19852	95.18306	95.16457	95.14919	95.13982	95.13446	95.12723	95.11124	95.08244	95.04251	95.00041	94.97129	94.97131	95.00919	95.0804	95.16957	95.25984	95.34042	95.40834	95.46573	95.51592	95.56024	95.59701	95.62222	95.63197	95.62497	95.60429	95.57722	95.55363	95.54248	95.54842	95.57001	95.60072	95.63264	95.65993	95.6805	95.69608	95.7103	95.72701	95.74837	95.77406	95.80161	95.82749	95.84799	95.85982	95.85993	95.84566	95.81496	95.76757	95.70605	95.63694	95.57085	95.52082	95.49862	95.50957	95.54925	95.60554	95.66451	95.71636	95.75733	95.78835	95.81233	95.83179	95.84755	95.85864	95.86323	95.85983	95.84851	95.83154	95.81291	95.79778	800krad	24.0
95.09324	95.25093	95.43896	95.61123	95.73835	95.81541	95.85233	95.86468	95.86845	95.87744	95.90005	95.9369	95.98094	96.02173	96.05062	96.06266	96.05439	96.02068	95.95292	95.8408	95.67569	95.45422	95.17886	94.85531	94.48725	94.07213	93.59968	93.05517	92.42574	91.70759	90.90869	90.04425	89.12469	88.14284	87.06922	85.86594	84.51883	83.06799	81.60211	80.21275	78.94716	77.79624	76.71188	75.63189	74.49997	73.27967	71.96342	70.57552	69.16534	67.79015	66.49409	65.29499	64.18632	63.15069	62.17488	61.2578	60.40918	59.64198	58.96391	58.3725	57.85668	57.40377	57.00751	56.67197	56.40937	56.23492	56.16311	56.20847	56.38832	56.72131	57.21346	57.83736	58.53004	59.22364	59.87871	60.49119	61.08179	61.68563	62.34674	63.11256	64.02171	65.08518	66.2717	67.51517	68.74549	69.92092	71.03905	72.1261	73.2168	74.33609	75.48763	76.65344	77.80351	78.91006	79.95827	80.94909	81.89489	82.81194	83.71313	84.60352	85.48036	86.33723	87.16909	87.97527	88.758	89.51721	90.24574	90.92883	91.54919	92.09396	92.55888	92.94804	93.27161	93.54381	93.7812	94.00122	94.21887	94.44234	94.6696	94.88978	95.08885	95.25644	95.38956	95.49252	95.5748	95.64832	95.72445	95.81145	95.91213	96.02367	96.13929	96.25127	96.353	96.43987	96.50845	96.55678	96.58455	96.59417	96.59144	96.58459	96.58169	96.58661	96.59673	96.60415	96.59989	96.57884	96.54327	96.50452	96.48096	96.49118	96.54395	96.63223	96.73733	96.8404	96.93079	97.00716	97.07352	97.13415	97.19015	97.23853	97.2738	97.2911	97.28948	97.27314	97.25093	97.23367	97.23011	97.24371	97.27144	97.30605	97.34001	97.36887	97.39207	97.41211	97.43236	97.45539	97.4819	97.51077	97.53997	97.56724	97.59039	97.60683	97.61305	97.60514	97.57951	97.5349	97.47387	97.40406	97.33778	97.28965	97.27183	97.28872	97.33427	97.39513	97.45744	97.51234	97.55722	97.59356	97.62378	97.64939	97.67004	97.6842	97.69031	97.68798	97.67855	97.66501	97.65112	97.641	800krad	25.0
92.04857	92.02599	92.00776	91.99128	91.97282	91.95029	91.92325	91.89233	91.85802	91.82021	91.77752	91.7279	91.67001	91.60471	91.53479	91.46368	91.39343	91.32368	91.25165	91.17319	91.08453	90.98382	90.87204	90.75208	90.62685	90.49743	90.36161	90.21447	90.05016	89.86442	89.65657	89.42883	89.18232	88.91178	88.60219	88.23274	87.79087	87.28791	86.76036	86.25024	85.78262	85.35802	84.95898	84.5602	84.13681	83.67019	83.15222	82.58768	81.99287	81.38985	80.79778	80.22681	79.6776	79.14608	78.62939	78.1289	77.64958	77.19681	76.77282	76.37551	76.00031	75.64464	75.31179	75.01155	74.75645	74.55662	74.41622	74.33331	74.30228	74.31786	74.37798	74.48233	74.62746	74.80471	75.00411	75.22007	75.45408	75.71535	76.02019	76.38914	76.8401	77.37728	77.98311	78.62218	79.25855	79.8727	80.46621	81.05471	81.65638	82.28197	82.92946	83.58504	84.23027	84.85056	85.44058	86.00427	86.55066	87.08875	87.62321	88.1526	88.6708	89.17061	89.64759	90.10109	90.53237	90.9412	91.32346	91.67223	91.98138	92.24897	92.47786	92.67436	92.84631	93.00173	93.14803	93.29119	93.43446	93.57712	93.71444	93.83994	93.94859	94.03912	94.11414	94.17874	94.23878	94.29903	94.36191	94.42676	94.49011	94.54781	94.59726	94.63869	94.67412	94.70583	94.73506	94.7618	94.78519	94.80462	94.8205	94.83447	94.84924	94.86707	94.88856	94.91242	94.93636	94.9584	94.97785	94.9955	95.01312	95.03187	95.05121	95.06881	95.08238	95.09151	95.09792	95.10455	95.11404	95.12756	95.14427	95.16164	95.17672	95.18743	95.19353	95.19679	95.19994	95.2054	95.2139	95.22407	95.23324	95.2392	95.24152	95.24167	95.24227	95.24565	95.25272	95.26276	95.27361	95.2832	95.29068	95.29684	95.30357	95.31244	95.32388	95.33698	95.34991	95.36087	95.36894	95.37463	95.37963	95.38581	95.39401	95.40327	95.41132	95.41645	95.41877	95.4201	95.42288	95.4287	95.43769	95.44847	95.45879	95.46666	95.47137	95.47371	95.47566	95.47922	95.48543	95.49381	1300krad	21.0
94.22675	94.18104	94.14571	94.11959	94.09682	94.07217	94.04278	94.00771	93.96657	93.9186	93.86237	93.79617	93.71972	93.63512	93.5463	93.45724	93.36996	93.28373	93.19519	93.09958	92.9928	92.87287	92.74085	92.59988	92.4528	92.30042	92.1398	91.96523	91.77009	91.54997	91.30463	91.03726	90.75014	90.43885	90.08891	89.68019	89.20171	88.66754	88.11713	87.59432	87.12437	86.70696	86.32359	85.94843	85.55664	85.1302	84.66185	84.15721	83.63311	83.1116	82.61143	82.14197	81.70285	81.28898	80.89628	80.52499	80.17923	79.86411	79.5823	79.33234	79.10979	78.91058	78.73463	78.58708	78.47611	78.40953	78.39201	78.42483	78.50717	78.63744	78.81241	79.02452	79.26095	79.50856	79.75942	80.01271	80.27355	80.55203	80.86261	81.22198	81.64394	82.13093	82.66805	83.2266	83.77781	84.30608	84.81252	85.3093	85.81087	86.32629	86.85508	87.38776	87.91088	88.41336	88.89082	89.34572	89.78474	90.2151	90.64123	91.06306	91.47659	91.87631	92.25811	92.62054	92.96419	93.28939	93.59435	93.87505	94.12729	94.34895	94.54093	94.70679	94.85159	94.98121	95.10161	95.21807	95.33389	95.44905	95.56007	95.66173	95.74978	95.82312	95.88397	95.93659	95.9858	96.03538	96.08707	96.13998	96.19131	96.23802	96.27853	96.31338	96.34425	96.37255	96.39857	96.4216	96.44046	96.45452	96.46449	96.47253	96.48172	96.49453	96.51156	96.53136	96.55136	96.56935	96.58439	96.59708	96.60915	96.62205	96.63583	96.64906	96.65997	96.66813	96.67471	96.68175	96.69104	96.70308	96.71684	96.73014	96.74063	96.74696	96.74939	96.74976	96.75051	96.75362	96.75954	96.76703	96.77388	96.77844	96.7805	96.78131	96.78289	96.78668	96.79298	96.80078	96.80832	96.81422	96.81846	96.82221	96.82727	96.83475	96.8446	96.85554	96.86565	96.87324	96.87749	96.87891	96.87897	96.87931	96.88087	96.88327	96.88543	96.88674	96.88785	96.89033	96.89579	96.90484	96.91679	96.92973	96.94132	96.94978	96.95464	96.95691	96.95857	96.96152	96.96672	96.97375	1300krad	22.0
91.39038	91.2674	91.1618	91.07149	90.98498	90.89246	90.78928	90.67492	90.54978	90.41275	90.25957	90.08412	89.88262	89.65783	89.41869	89.17582	88.93562	88.69727	88.45264	88.18931	87.89598	87.56728	87.20607	86.82108	86.42101	86.00864	85.5771	85.11092	84.59161	84.00595	83.35199	82.63802	81.87206	81.04633	80.1274	79.06567	77.83096	76.45387	75.02949	73.66746	72.43404	71.33282	70.32153	69.33868	68.3247	67.2368	66.05914	64.80791	63.52688	62.27182	61.08888	59.99957	59.0006	58.07676	57.21615	56.41878	55.69564	55.06113	54.52361	54.07963	53.71471	53.41101	53.15735	52.95573	52.82031	52.77182	52.83184	53.02108	53.35878	53.85679	54.50296	55.24585	56.00898	56.73293	57.40059	58.02869	58.64985	59.30313	60.03153	60.8782	61.87498	63.02379	64.28416	65.58433	66.85511	68.06094	69.20655	70.32243	71.44392	72.59351	73.77148	74.95728	76.12077	77.23698	78.29568	79.30244	80.27293	81.22457	82.16904	83.10802	84.03371	84.93387	85.79808	86.62132	87.40279	88.14155	88.83235	89.46584	90.03267	90.52869	90.95673	91.32574	91.64836	91.93919	92.21307	92.48291	92.7561	93.03136	93.29823	93.54214	93.75179	93.92454	94.06635	94.18854	94.30346	94.42061	94.54397	94.6708	94.79341	94.90366	94.99762	95.077	95.1467	95.21112	95.27206	95.32869	95.37897	95.42172	95.45807	95.49179	95.52785	95.56965	95.61681	95.6655	95.71072	95.74921	95.78127	95.81081	95.84341	95.88277	95.9273	95.97041	96.00503	96.02843	96.04323	96.05507	96.0694	96.08891	96.11267	96.13687	96.1571	96.17077	96.17863	96.18453	96.1936	96.20963	96.23276	96.25931	96.28358	96.30128	96.31186	96.3182	96.32483	96.33521	96.35014	96.36755	96.38381	96.39613	96.40446	96.41154	96.421	96.4352	96.45401	96.47478	96.49393	96.5086	96.51815	96.52469	96.53202	96.54357	96.55997	96.57816	96.59329	96.60234	96.60619	96.60898	96.61526	96.62755	96.64537	96.66568	96.68436	96.69837	96.70714	96.71281	96.71893	96.72845	96.74207	96.75785	1300krad	23.0
